	15510*29031.743*1
927	14587*41910*001|14620*57600*001|14768*67532*001|14786*71988*001|14820*48600*001|14924*33708*001|14932*37962*001|15177*27540*001|15204*40500*001|15318*29610*001|15394*39600*001
1216	14630*50400*001|14695*45252*001|14708*45252*001|14823*31050*001|14998*57814*001|15199*49448*001|15328*63126*001|15331*38310*001|15370*40500*001
1719	14752*46800*001|14783*60848*001|14842*49344*001|14859*31050*001
2222	14871*27150*001|15169*27540*001|15326*29570*001
2725	14977*42216*001|15133*33336*001
3228	15068*66975*001|15321*69337*001|15326*39184*001
3731	15183*31884*001|15328*44604*001
4234	15268*69232*001
425	14465*71994*001|14597*68646*001|14797*69232*001|14845*49344*001|14950*64170*001|14968*29530*001|14979*47216*001
4737	15358*37800*001
928	14587*45252*001|14674*32400*001|14784*56392*001|14859*46650*001|14984*71994*001|15064*52362*001|15319*55188*001|15321*29133*001|15346*50400*001|15368*57600*001
1217	14630*57600*001|14664*48600*001|14822*49968*001|14848*47835*001|15207*38190*001
1720	14752*50400*001|14938*38568*001|14971*32128*001|15047*68961*001|15208*42200*001|15366*63000*001
2223	14871*33000*001|14990*53560*001|14995*30704*001|15004*54978*001|15345*65818*001|15347*55222*001|15352*54000*001
2726	14977*43634*001|15094*61962*001|15201*40788*001|15302*46260*001
3229	15069*36897*001
3732	15183*34112*001
4235	15269*33000*001|15319*32697*001|15359*69350*001
426	14466*29454*001|14493*40800*001|14496*30400*001|14681*48594*001|14759*43200*001|14784*31884*001|15341*70623*001
4738	15358*47700*001
929	14587*58620*001|14701*32400*001|14865*50550*001|14968*70232*001|15105*39600*001|15240*64200*001|15370*33300*001
1218	14630*61200*001|14758*71988*001|14771*58620*001|14784*29656*001|14917*31581*001
1721	14752*61200*001|15129*50724*001
2224	14871*34950*001|14950*46850*001
2727	14977*47888*001|15020*36897*001|15219*56376*001|15279*69232*001
3230	15069*38568*001|15190*42520*001
3733	15183*43024*001|15204*49000*001|15352*58500*001
4236	15269*40800*001
427	14466*50724*001|14650*35600*001|14699*48594*001|14929*50724*001|14965*46850*001|14984*56396*001
4739	15358*53100*001
930	14587*71988*001|14745*36000*001|14787*29656*001|14925*51936*001|15200*62600*001|15341*30492*001|15361*39328*001
1219	14630*68400*001|14664*59000*001|14685*45252*001|14690*43200*001|14948*30396*001|15033*53607*001|15327*45927*001
1722	14752*64800*001|15059*40290*001|15307*72000*001|15332*51219*001|15355*34913*001
2225	14871*44700*001|14932*71994*001|14950*50314*001|14963*70232*001|15301*34112*001|15333*29610*001
2728	14977*56396*001|15055*34254*001|15219*39922*001
3231	15069*53607*001|15212*32000*001|15312*45927*001|15320*56952*001|15346*67500*001
3734	15183*49708*001|15336*58849*001|15342*58500*001|15356*35100*001
4237	15269*69400*001|15350*71100*001
428	14466*54978*001|14732*46800*001|14834*38781*001|15315*44163*001|15322*34461*001|15360*66600*001
4740	15358*54900*001
931	14588*41910*001|15082*71988*001|15327*37548*001
1220	14630*72000*001|14659*35600*001|14688*45252*001|14742*54000*001|14818*38960*001|15036*26760*001
1723	14752*68400*001|14843*56889*001|14949*66768*001|15214*43386*001|15328*45927*001|15351*37562*001
2226	14871*60300*001|14956*42520*001|14968*46850*001|14977*49306*001|15170*63076*001|15243*61812*001|15320*62685*001
2729	14977*60650*001|15197*31262*001|15208*32850*001
3232	15069*65304*001|15124*58620*001|15284*46260*001|15331*54042*001
3735	15183*54164*001
4238	15270*30704*001
429	14466*59232*001|14535*66150*001|14539*36900*001|14772*63076*001|14864*60300*001|14920*69760*001|15298*48600*001|15351*66701*001
4741	15358*71100*001
932	14588*45252*001|14643*33000*001|14863*27150*001|14953*58974*001|14965*36458*001|15056*48600*001|15210*50314*001|15217*45984*001|15334*44604*001
1221	14631*28542*001|14683*31884*001|15184*72000*001
1724	14752*72000*001|14765*71988*001|14766*33708*001|15008*26871*001|15120*55278*001|15123*64800*001|15140*71994*001|15329*56511*001|15339*46368*001
2227	14871*66150*001|14960*30396*001|15264*69232*001
2730	14977*62068*001
3233	15070*45252*001|15199*43386*001
3736	15183*63076*001|15198*54644*001|15313*52101*001
4239	15270*33456*001
430	14466*63486*001|14558*58625*001|14696*31884*001|14709*43920*001|14788*60848*001|14804*71984*001|14816*66480*001|14838*55380*001|14857*33000*001|14872*54450*001|15001*69232*001|15210*68500*001
4742	15359*35796*001
933	14588*55278*001|15093*41910*001|15189*41654*001|15350*47700*001
1222	14631*35226*001|14683*35226*001|14708*36340*001|14758*55278*001|14869*33000*001|15318*26082*001
1725	14753*31884*001|14783*54164*001|14826*62925*001|14891*42216*001|14955*46850*001|14972*50314*001|15015*31652*001|15318*33579*001|15330*26964*001|15342*46800*001
2228	14872*52500*001|15327*71505*001|15336*44428*001
2731	14977*67740*001|15031*30213*001|15175*45252*001|15267*30400*001|15326*28696*001|15336*41369*001
3234	15070*53607*001|15204*34550*001|15334*47250*001
3737	15183*65304*001|15313*38871*001|15359*31381*001
4240	15270*36208*001
431	14466*67740*001|14599*38568*001|14642*43400*001|14945*36340*001|14948*63304*001|15080*61962*001|15315*31815*001|15371*71116*001
4743	15359*41094*001
934	14588*68646*001|14940*69760*001|15352*67500*001
1223	14631*41910*001|14851*62925*001|14870*65880*001|14926*52851*001|15088*62299*001
1726	14753*41910*001|14796*63225*001|14945*49708*001|14956*68500*001|14965*42520*001|14971*45984*001|15052*34254*001|15201*45984*001
2229	14872*56400*001|15027*70317*001|15192*26050*001|15212*36250*001|15254*69400*001
2732	14977*71994*001|15193*26932*001|15210*41654*001|15233*50550*001
3235	15070*58620*001|15318*27405*001
3738	15183*69760*001
4241	15270*44464*001|15361*37562*001
432	14466*71994*001|14520*36900*001|14523*42750*001|14681*28542*001|14980*56396*001|15010*26871*001|15321*68463*001
4744	15359*42860*001
935	14588*71988*001|14760*38568*001|14866*65880*001|14942*54978*001|14972*65902*001|14973*71098*001|15325*27405*001|15331*49672*001
1224	14631*45252*001|14653*56400*001|14767*36340*001|14841*57364*001|14892*48600*001|15099*68400*001|15178*43024*001|15320*58716*001
1727	14753*45252*001|14853*37272*001|14929*54978*001|15007*67856*001|15202*38190*001
2230	14872*62250*001|15129*29454*001|15314*59598*001
2733	14978*29454*001|15215*50314*001
3236	15070*61962*001|15303*53280*001|15330*57393*001
3739	15184*32220*001
4242	15270*49968*001|15330*64449*001
433	14467*33708*001|14498*56400*001|14647*57219*001|14679*71988*001|14706*71988*001|14738*46800*001|14766*42216*001|14821*58224*001|15036*61080*001|15198*55510*001|15366*54900*001
4745	15359*64052*001
936	14589*28542*001|14726*48600*001|14746*35226*001|14950*39922*001|14958*50314*001|15358*68400*001
1225	14631*48594*001|14778*42216*001|14984*60650*001|15048*52362*001
1728	14753*48594*001|14946*49924*001|15247*65880*001
2231	14873*29268*001|14890*54978*001|14971*52046*001|14988*62068*001|15003*62352*001|15013*28542*001|15092*42943*001|15101*50400*001
2734	14978*30872*001|15161*38568*001
3237	15071*30039*001|15098*58620*001|15196*70250*001|15324*49455*001|15338*49014*001
3740	15184*34560*001|15194*66768*001|15284*50940*001
4243	15270*69232*001|15359*66701*001
434	14467*37962*001|14551*65310*001|14679*65304*001|14853*43308*001|14947*31262*001|15195*55510*001|15321*31755*001
4746	15359*64935*001|15375*61962*001
937	14589*35226*001|14759*32400*001|14824*61416*001|14979*69232*001|15079*30039*001|15324*65772*001|15325*65331*001
1226	14631*58620*001|14645*56400*001|14754*57600*001|14770*61359*001|14928*29656*001|14956*64170*001|14956*65902*001|15049*35763*001|15130*63486*001
1729	14753*58620*001|14788*51936*001|14830*49344*001|14833*65943*001|14922*61359*001|14935*54164*001|14946*26966*001|14946*58754*001|14948*71098*001|14949*39056*001|14972*68500*001|14978*33708*001|15086*51936*001|15312*58716*001
2232	14873*49608*001|14959*26066*001|15029*70364*001|15043*43308*001|15047*71979*001|15051*42360*001|15051*59520*001|15150*40089*001|15212*31150*001|15327*70623*001
2735	14978*32290*001|15065*67452*001|15273*36208*001|15296*53280*001|15313*46809*001
3238	15071*33265*001|15190*28664*001|15314*29610*001|15337*64890*001
3741	15184*55620*001
4244	15271*33456*001|15331*71085*001|15342*51300*001|15372*60300*001
435	14467*42216*001|14501*35600*001|14506*51200*001|14637*68400*001|14706*45252*001|14713*51936*001|14799*48600*001|14832*26662*001
4747	15360*31500*001
938	14589*38568*001|14950*65036*001|15007*43088*001
1227	14631*65304*001|14670*46000*001|14697*41910*001|14951*44252*001|14965*26066*001|15002*46470*001|15048*55380*001|15213*35592*001|15400*31884*001
1730	14753*68646*001|14829*53871*001|14876*62250*001|14953*52046*001|15061*57960*001|15142*63486*001|15325*67536*001
2233	14873*55710*001|14989*26576*001|15010*31884*001|15219*44252*001
2736	14978*36544*001|15080*36897*001|15243*65880*001|15375*41910*001
3239	15071*39717*001|15257*33456*001|15339*56070*001|15356*67500*001
3742	15185*58620*001|15339*43281*001|15341*65772*001
4245	15271*41712*001|15336*26948*001
436	14467*50724*001|14489*51200*001|14512*40800*001|14627*57600*001|14649*49830*001|14864*38850*001|14889*33708*001|14949*53778*001|14959*52046*001|15314*51219*001|15339*54747*001|15367*32264*001
4748	15360*44100*001
939	14589*41910*001|14658*40800*001|14671*43200*001|14955*32128*001|14959*60706*001|14973*68500*001|15056*26760*001|15208*44750*001|15253*36208*001|15312*26964*001|15370*61200*001
1228	14631*71988*001|14667*53800*001|14701*68400*001|15067*31884*001|15210*62438*001|15217*63304*001|15311*41076*001|15311*71946*001|15332*31815*001|15334*65772*001|15359*38445*001
1731	14753*71988*001|14808*28125*001|14814*63225*001
2234	14873*61812*001|14947*26066*001|15052*43308*001|15062*32745*001|15311*46809*001
2737	14978*42216*001|15008*38568*001|15041*31440*001|15357*59637*001|15362*68400*001
3240	15071*51008*001|15155*50724*001|15237*31302*001
3743	15185*63076*001|15355*68467*001
4246	15271*66480*001|15342*68400*001
437	14467*54978*001|14683*68646*001|14699*55278*001|14956*39922*001|14956*56376*001|15026*36897*001
4749	15360*54900*001
940	14589*48594*001|14848*29727*001|14957*48582*001|15179*36900*001|15334*53865*001
1229	14632*28800*001|14689*71988*001|14709*62640*001|14788*27428*001|14858*39438*001|15046*64200*001|15143*53676*001|15164*49708*001|15396*43200*001
1732	14754*28800*001|14846*60288*001|14916*58620*001|14957*46850*001|15218*58108*001|15298*64980*001|15354*60300*001
2235	14874*42750*001|14946*44626*001|14948*52912*001|15005*63728*001|15006*49306*001
2738	14978*43634*001|15052*61416*001|15301*45252*001|15331*32192*001
3241	15071*62299*001
3744	15185*67532*001|15290*43024*001|15343*58754*001
4247	15272*35600*001|15329*32697*001|15363*28732*001
438	14467*59232*001|15019*36897*001|15026*56949*001|15214*49448*001
4750	15360*62100*001
941	14589*51936*001|14666*56400*001|14794*49968*001|14858*55710*001|14868*33000*001|14909*63486*001|14973*34726*001|15215*71964*001|15313*71946*001|15317*56511*001|15334*31815*001|15340*31815*001
1230	14632*36000*001|14660*59682*001|14699*28542*001|14809*69232*001|14826*38781*001
1733	14754*32400*001|14863*46650*001|14866*31302*001|14961*65818*001|15026*58620*001|15052*67452*001|15103*36000*001|15148*69948*001|15192*58350*001|15318*51660*001|15360*47700*001
2236	14874*44700*001|14979*30704*001|15051*64200*001|15245*57744*001|15317*71505*001|15357*52573*001
2739	14978*47888*001|15198*64170*001
3242	15072*36897*001|15337*57393*001
3745	15186*27540*001|15189*56376*001|15221*44700*001
4248	15272*51200*001
439	14467*71994*001|14813*33456*001|14893*33708*001|14950*67634*001|14956*26932*001
4751	15360*63900*001
942	14589*55278*001|14647*52293*001|14933*38568*001|14954*60706*001|14979*26576*001|15042*53871*001|15045*49344*001|15211*71098*001|15234*43506*001
1231	14632*39600*001|14686*32400*001|14773*60848*001|14778*71994*001|14894*42216*001|14952*39922*001|15238*36900*001|15329*30492*001
1734	14754*43200*001|14961*69350*001|14969*58108*001|15321*28696*001|15332*53865*001
2237	14874*56400*001|14960*65902*001|15315*51660*001|15371*29615*001
2740	14978*50724*001|15079*62299*001|15152*48597*001|15215*55510*001|15320*45486*001|15323*38430*001
3243	15072*53607*001|15107*58620*001
3746	15186*29880*001|15207*43386*001
4249	15272*66800*001
440	14468*29454*001|14617*50400*001|14979*29328*001|15007*26576*001|15027*36897*001|15237*55710*001|15255*47216*001
4752	15361*26083*001
943	14589*61962*001|14718*38568*001|14805*63225*001|14827*55380*001|14971*47716*001|14990*26618*001|15208*27750*001|15369*28732*001
1232	14632*43200*001|14687*38568*001|14729*40796*001|14860*60300*001|14916*47480*001|14962*61572*001|14969*41654*001|14980*43634*001|15030*60291*001|15346*30600*001
1735	14754*50400*001|14943*51936*001|15132*65613*001
2238	14874*58350*001|15002*28036*001|15149*59232*001
2741	14978*53560*001|15184*41580*001|15321*61471*001
3244	15072*55278*001|15200*50700*001|15311*49455*001|15325*52101*001|15336*42243*001|15338*29610*001
3747	15186*41580*001|15318*44604*001|15372*28800*001
4250	15273*30704*001
441	14468*37962*001|14613*46800*001|14651*59000*001|14834*29727*001|15039*47835*001|15055*71979*001|15065*37272*001|15171*34112*001|15327*62685*001|15339*38871*001|15348*38700*001
4753	15361*28732*001
944	14589*68646*001|14642*30400*001|14850*28124*001|14951*52046*001|15049*50853*001|15052*29727*001|15089*66975*001|15103*43200*001|15309*46260*001
1233	14632*50400*001|14911*63486*001|14999*38960*001|15002*39380*001|15072*71988*001|15073*33555*001|15339*45045*001
1736	14754*54000*001|14881*33336*001|14884*55710*001|14910*37962*001|15028*65304*001|15213*71098*001
2239	14875*42750*001|14959*47716*001|15022*65304*001|15064*35763*001|15189*61572*001
2742	14978*54978*001|15048*46326*001|15128*52851*001|15217*62438*001|15328*30051*001
3245	15072*63633*001|15303*50940*001|15325*56952*001|15339*30933*001
3748	15186*53280*001
4251	15273*49968*001|15310*27540*001|15351*57871*001
442	14468*42216*001|14527*36900*001|14613*54000*001|14857*52500*001|14883*50550*001|14922*42216*001|14992*49306*001
4754	15361*42860*001
945	14590*28542*001|14860*64200*001|14932*54978*001|15210*65902*001|15288*69660*001|15309*67320*001|15364*47700*001
1234	14632*54000*001|14684*48594*001|14796*51525*001|14996*69158*001|15035*50265*001|15219*62438*001|15345*50807*001
1737	14754*64800*001|14833*28218*001|14919*69867*001|14939*54978*001|15183*40796*001|15298*36900*001
2240	14875*54450*001|15216*38800*001|15216*52400*001|15246*50550*001|15335*62685*001
2743	14978*59232*001
3246	15072*65304*001|15338*58275*001
3749	15187*43024*001
4252	15273*69232*001|15315*55188*001
443	14468*50724*001|14602*61962*001|14847*50853*001|14877*53676*001|14952*35592*001|15019*45252*001|15341*48132*001|15358*36000*001
4755	15361*45509*001
946	14590*38568*001|14670*27800*001|14770*71994*001|15083*56949*001|15338*54306*001
1235	14632*64800*001|14935*69760*001|15343*45509*001
1738	14755*41910*001|14936*61359*001|15013*66975*001|15248*66150*001|15363*58754*001
2241	14875*70050*001|14957*56376*001|15190*57242*001|15312*30051*001
2744	14978*62068*001|15085*30213*001|15316*63656*001|15350*50400*001
3247	15072*70317*001|15180*49708*001|15320*67095*001
3750	15188*40796*001|15318*52542*001
4253	15274*59000*001|15321*32192*001
444	14468*59232*001|14505*40800*001|14717*69660*001|14819*33456*001|14825*37272*001|14857*46650*001|14867*33000*001|14895*71994*001|14976*26083*001|15022*50265*001|15228*35370*001
4756	15361*50807*001
947	14590*41910*001|14728*29880*001|14937*63486*001|14971*55510*001|14976*68467*001|15081*65304*001|15086*36897*001|15156*54978*001|15282*69660*001
1236	14632*68400*001|14733*43200*001|14747*61200*001|14890*63486*001|14992*36544*001|15005*34832*001|15016*68646*001|15077*43581*001|15096*51936*001|15191*43386*001|15294*27428*001|15298*34560*001
1739	14755*68646*001|14841*61750*001|14874*36900*001|14898*63486*001|15042*34254*001|15143*33336*001|15315*54747*001|15338*62244*001|15347*41977*001
2242	14875*72000*001|15025*44556*001|15110*28800*001|15167*29880*001|15210*69366*001|15323*34020*001|15330*26523*001
2745	14978*71994*001|15142*27327*001|15198*71098*001|15331*45739*001|15340*55629*001
3248	15073*30213*001|15171*43024*001|15204*26050*001
3751	15188*45252*001|15202*71098*001|15271*52720*001|15312*39312*001
4254	15275*49968*001
445	14468*71994*001|14702*72000*001|15327*40635*001|15345*26083*001
4757	15361*54339*001
948	14590*45252*001|14681*45252*001|14901*63486*001|15357*32264*001
1237	14632*72000*001|15017*28542*001|15076*60291*001|15149*67740*001|15172*43920*001
1740	14756*39600*001|14963*47716*001|15076*58620*001|15081*50265*001|15202*33860*001|15217*43386*001
2243	14876*29100*001|14906*42216*001|15138*27234*001|15272*48600*001|15372*51300*001
2746	14979*32080*001|15167*69660*001|15200*58350*001|15280*66480*001
3249	15073*31884*001|15319*51219*001
3752	15188*69760*001
4255	15275*58224*001
446	14469*29454*001|14510*35600*001|14654*40800*001|14849*37272*001|14856*58350*001|15044*43308*001|15304*45252*001|15306*27428*001|15326*26511*001
4758	15361*65818*001
949	14590*51936*001|14941*42216*001|15018*33265*001|15020*31884*001|15024*38568*001
1238	14633*32400*001|14729*43024*001|14824*40290*001|15128*33708*001|15335*49455*001|15340*37107*001
1741	14756*50400*001|14810*44464*001|14951*61572*001|15004*29454*001|15030*61962*001|15320*41076*001|15353*64935*001
2244	14876*40800*001|15138*39438*001|15231*64200*001|15261*64200*001|15334*48573*001|15396*54000*001
2747	14979*40336*001|15243*27234*001|15341*45486*001
3250	15073*40239*001|15335*66654*001|15370*58500*001
